,13.1.3,13.1.2,8.8.2,17.9.1,13.1.1,3.b.1,11.6.2,10.4.1,6.5.1,1.a.2,4.2.2,15.8.1,7.1.1,3.d.2,7.3.1,7.1.2,17.8.1,11.5.1,4.5.1,6.2.1,11.5.2,12.4.2,8.9.1,3.8.2,4.3.1,7.2.1,2.a.1,6.4.2,6.6.1,3.8.1,10.5.1,6.4.1,10.7.3,11.1.1,2.c.1,14.1.1,1.1.1,12.c.1,11.b.1,2.2.2,9.5.2,3.4.1,15.5.1,8.3.1,1.5.4,8.1.1,3.6.1,16.6.1,11.b.2,2.2.1,9.5.1,1.3.1,12.a.1,7.a.1,17.17.1,3.4.2,1.5.3,14.7.1,17.13.1,3.2.1,1.5.2,9.1.2,5.b.1,15.1.1,16.2.2,3.2.2,17.4.1,1.5.1,3.3.5,2.1.2,15.6.1,17.3.1,1.2.1,9.4.1,7.b.1,12.b.1,2.1.1,17.1.1,8.2.1,17.3.2,10.c.1,3.3.3,2.5.1,1.4.1,3.3.2,16.3.2,2.5.2,15.2.1
3.3.5,0.373968047,-0.469393343,0.945064911,-0.289236978,-0.410763494,0.903311332,0.828154596,-0.93936223,-0.951428754,-0.933459815,-0.94976667,-0.738587856,0.965138988,0.951428754,0.94866372,0.971927984,-0.875587452,-0.410763494,-0.949743877,0.949457213,0.217331811,0.771595258,-0.752744854,0.794636532,0.950537112,-0.811035001,-0.803034026,0.976171955,-0.903375553,-0.951428754,0.971440052,-0.912336283,-0.247063435,0.965004231,-0.198587103,-0.774600009,0.941787403,-0.705643165,-0.469393343,0.962929154,0.947788606,-0.951428754,-0.958647793,-0.947117699,0.373968047,0.659395777,0.951428754,0.589705847,0.373968047,-0.873195044,0.97265559,-0.962798202,0.896861665,-0.800227928,-0.574681954,0.951428754,-0.469393343,0.207763748,-0.914242145,0.96063874,0.217331811,-0.865964849,0.965989585,0.933261419,0.89251388,0.960736909,-0.467042511,-0.410763494,1,0.223086384,0.941902512,-0.09946238,-0.951428754,0.954372341,0.896861665,-0.89031932,0.975135137,0.971439458,0.536792037,-0.510109875,-0.849837151,0.953216928,0.93941773,0.943920269,-0.952491288,-0.951428754,-0.78094393,0.803017792
2.1.2,-0.367156591,0.351703895,0.294137296,0.422312042,-0.21916663,-0.023307959,0.340777899,-0.107990519,-0.148123415,-0.049714165,-0.214235661,0.0011665,0.053401656,0.148123415,0.067677289,0.17166636,-0.075378967,-0.21916663,-0.190206775,0.137096895,0.774384757,0.45615425,0.419900586,0.039365995,0.148107283,-0.037656603,-0.072319452,0.134253834,-0.136758915,-0.148123415,0.267256527,-0.16564926,-0.357139579,0.201761675,-0.001129321,0.241986028,0.113712362,-0.155475866,0.351703895,0.171980906,0.171442514,-0.148123415,-0.16649552,-0.111549539,-0.367156591,-0.064754522,0.148123415,-0.172399746,-0.367156591,-0.021480219,0.215966612,-0.210652838,0.137618921,0.004594537,-0.722803138,0.148123415,0.351703895,0.466164199,-0.165427511,0.160302129,0.774384757,-0.044971301,0.120829506,0.078496657,0.190534258,0.163507418,-0.067416812,-0.21916663,0.223086384,1,0.089646971,-0.306607946,-0.148123415,0.1414263,0.137618921,-0.459393723,0.230089447,0.162058818,0.206797992,0.43611103,0.206830307,0.152300174,0.356765523,0.092971798,-0.13035634,-0.148123415,-0.033444571,0.050475834
15.6.1,0.47037896,-0.701615897,0.966789468,-0.146411024,-0.422909583,0.961957497,0.830976146,-0.977738736,-0.993428291,-0.94746968,-0.944395604,-0.880493839,0.961397909,0.993428291,0.953057321,0.988645377,-0.972885553,-0.422909583,-0.965687937,0.991949886,0.250536253,0.79569103,-0.736284896,0.805560122,0.992915624,-0.90126459,-0.890576803,0.98093189,-0.980664006,-0.993428291,0.912632928,-0.975547409,-0.073164181,0.969660123,-0.274996086,-0.912528111,0.980333187,-0.697979368,-0.701615897,0.99168014,0.99139397,-0.993428291,-0.99085682,-0.992572633,0.47037896,0.544743917,0.993428291,0.435731829,0.47037896,-0.964566699,0.970335066,-0.969483204,0.964243718,-0.89561775,-0.44772038,0.993428291,-0.701615897,0.348724478,-0.865072187,0.991937782,0.250536253,-0.967707662,0.974840775,0.987161569,0.937716498,0.99118716,-0.473437988,-0.422909583,0.941902512,0.089646971,1,0.153755296,-0.993428291,0.986398142,0.964243718,-0.890913315,0.914039291,0.988180188,0.669408331,-0.485926016,-0.94014846,0.965100402,0.89447995,0.995859877,-0.994738253,-0.993428291,-0.907647127,0.883054505
17.3.1,-0.255110494,-0.354201768,-0.019945385,0.094548548,-0.168666369,0.092538583,-0.194409618,-0.150566994,-0.127761743,-0.06678325,0.107224397,-0.381819938,0.047362287,0.127761743,-0.023071327,0.082925214,-0.241762346,-0.168666369,0.003504893,0.120894432,0.156947838,-0.057196662,-0.120501649,0.00957549,0.12651013,-0.336613947,-0.406468892,-0.010704831,-0.22790793,-0.127761743,-0.147023307,-0.198016284,0.894391442,-0.067280461,-0.561613211,-0.335599283,0.131758871,-0.135971166,-0.354201768,0.097663577,0.169441935,-0.127761743,-0.104028488,-0.079877095,-0.255110494,-0.140289613,0.127761743,-0.515944521,-0.255110494,-0.244632409,-0.060659225,-0.067700665,0.164180826,-0.293776314,0.144655251,0.127761743,-0.354201768,0.176194168,0.146154894,0.108550541,0.156947838,-0.226927271,0.038256766,0.225019952,0.179365113,0.100364742,-0.116840355,-0.168666369,-0.09946238,-0.306607946,0.153755296,1,-0.127761743,0.074558999,0.164180826,0.095039972,-0.041155682,0.069107159,0.426960973,-0.008456753,-0.120780559,0.169817692,-0.140604068,0.164005585,-0.120250069,-0.127761743,-0.278487447,0.470777895
1.2.1,-0.44246566,0.645497224,-0.972742952,0.169370127,0.500471851,-0.947970588,-0.857708735,0.98666607,1,0.956260999,0.953124474,0.891132789,-0.969681339,-1,-0.949117265,-0.996422726,0.977020116,0.500471851,0.976611248,-0.996545339,-0.322869592,-0.819580559,0.719194952,-0.830851121,-0.999891095,0.922185747,0.906391982,-0.976944,0.988789862,1,-0.92674848,0.989913047,0.099666344,-0.975569521,0.218487795,0.875715646,-0.982299787,0.756818724,0.645497224,-0.997685026,-0.994953333,1,0.999271408,0.995391,-0.44246566,-0.518650123,-1,-0.403994126,-0.44246566,0.970368244,-0.968422064,0.988487968,-0.968282984,0.917190708,0.509111881,-1,0.645497224,-0.399076384,0.878040184,-0.999381011,-0.322869592,0.974059274,-0.987580369,-0.991325694,-0.933065893,-0.999358489,0.427823546,0.500471851,-0.951428754,-0.148123415,-0.993428291,-0.127761743,1,-0.990260409,-0.968282984,0.915447312,-0.925560859,-0.996340539,-0.644230142,0.458515635,0.914749325,-0.974010117,-0.901008235,-0.996532064,0.99951551,1,0.917921429,-0.885993582
9.4.1,0.472721491,-0.639210345,0.972026031,-0.172281159,-0.44892132,0.921429576,0.841676584,-0.972254649,-0.990260409,-0.932580472,-0.942061332,-0.857610082,0.95386268,0.990260409,0.98085292,0.991983496,-0.949650559,-0.44892132,-0.960588321,0.986096051,0.2919824,0.774586404,-0.715952068,0.800412182,0.991596568,-0.871872731,-0.861911061,0.987854295,-0.963126515,-0.990260409,0.955520091,-0.966696344,-0.146748756,0.97845312,-0.155490275,-0.861384712,0.992101362,-0.718512418,-0.639210345,0.990826038,0.985150296,-0.990260409,-0.992596943,-0.989590952,0.472721491,0.584513679,0.990260409,0.488511393,0.472721491,-0.952597764,0.968236449,-0.980192918,0.984302967,-0.894657266,-0.489311799,0.990260409,-0.639210345,0.394110073,-0.887181334,0.991689715,0.2919824,-0.965756484,0.981129005,0.97743554,0.898756133,0.990953821,-0.45026481,-0.44892132,0.954372341,0.1414263,0.986398142,0.074558999,-0.990260409,1,0.984302967,-0.899680472,0.946719208,0.989265369,0.566251833,-0.468080994,-0.919100936,0.969074309,0.921258327,0.989007899,-0.990268035,-0.990260409,-0.910890408,0.856317547
7.b.1,0.47364971,-0.651039842,0.94548215,-0.088073554,-0.484214438,0.866908341,0.785209831,-0.93678922,-0.968282984,-0.869675464,-0.879893121,-0.866218012,0.909107231,0.968282984,0.960601556,0.964571272,-0.933396832,-0.484214438,-0.909909618,0.964786023,0.349377096,0.718881181,-0.658463788,0.725029915,0.970666344,-0.862078058,-0.841768229,0.953094315,-0.949116353,-0.968282984,0.913617577,-0.951425946,-0.078650256,0.935443649,-0.125209121,-0.834910936,0.988942353,-0.722653624,-0.651039842,0.966026919,0.962351186,-0.968282984,-0.969260908,-0.966178314,0.47364971,0.568199383,0.968282984,0.416003098,0.47364971,-0.943351921,0.921048102,-0.953423368,1,-0.914499203,-0.439737914,0.968282984,-0.651039842,0.499329877,-0.827636204,0.967672242,0.349377096,-0.971253179,0.941078273,0.957674805,0.877926055,0.964814982,-0.482540922,-0.484214438,0.896861665,0.137618921,0.964243718,0.164180826,-0.968282984,0.984302967,1,-0.862317422,0.915010031,0.954993064,0.532267019,-0.437897338,-0.893075673,0.954473563,0.893043238,0.969881809,-0.964948813,-0.968282984,-0.949576678,0.850682982
12.b.1,-0.377854523,0.520576103,-0.966498722,-0.042257308,0.466081741,-0.858427094,-0.960615613,0.897796126,0.915447312,0.875406562,0.954660898,0.792663555,-0.849720171,-0.915447312,-0.833468762,-0.911161519,0.894888329,0.466081741,0.95123469,-0.90693844,-0.530152122,-0.956828691,0.436137781,-0.806765444,-0.915347615,0.805698435,0.796398675,-0.892856018,0.907626823,0.915447312,-0.887054526,0.916905974,0.34260451,-0.946753786,0.11009188,0.702155457,-0.859663092,0.662169902,0.520576103,-0.916975798,-0.910827355,0.915447312,0.919921426,0.91314662,-0.377854523,-0.30811795,-0.915447312,-0.288091264,-0.377854523,0.85864039,-0.935354592,0.920195494,-0.862317422,0.770364377,0.682910525,-0.915447312,0.520576103,-0.525983062,0.843554524,-0.915153311,-0.530152122,0.867635061,-0.905602738,-0.867682136,-0.854172664,-0.92037688,0.280868808,0.466081741,-0.89031932,-0.459393723,-0.890913315,0.095039972,0.915447312,-0.899680472,-0.862317422,1,-0.82699296,-0.919240442,-0.662768469,0.188290609,0.755110579,-0.844027894,-0.884407161,-0.886449086,0.913413693,0.915447312,0.797214552,-0.720313139
2.1.1,0.299049617,-0.39782969,0.905810636,-0.304510864,-0.4255048,0.8211708,0.730824252,-0.905604321,-0.925560859,-0.86956717,-0.874412026,-0.696139014,0.930650516,0.925560859,0.955806347,0.95339699,-0.826524695,-0.4255048,-0.886218185,0.924221701,0.24147672,0.659556391,-0.744617188,0.706852835,0.9263475,-0.77150257,-0.773407836,0.954398206,-0.867346014,-0.925560859,0.971030137,-0.880450147,-0.163916108,0.918749843,-0.183692061,-0.723605182,0.951377037,-0.712938806,-0.39782969,0.940935877,0.92719558,-0.925560859,-0.935330957,-0.912663977,0.299049617,0.750377452,0.925560859,0.6058658,0.299049617,-0.838757601,0.924925959,-0.941760489,0.915010031,-0.79879904,-0.550618278,0.925560859,-0.39782969,0.233445738,-0.8685438,0.937880113,0.24147672,-0.846543002,0.933171282,0.917212579,0.851911355,0.934627375,-0.527941097,-0.4255048,0.975135137,0.230089447,0.914039291,-0.041155682,-0.925560859,0.946719208,0.915010031,-0.82699296,1,0.942561365,0.434797509,-0.532118758,-0.803817455,0.964380019,0.942719787,0.92473735,-0.922864694,-0.925560859,-0.782555197,0.81748694
17.1.1,0.425280359,-0.609750593,0.972430124,-0.218524902,-0.479207234,0.947955507,0.867882518,-0.989038007,-0.996340539,-0.967792076,-0.965824014,-0.863092743,0.976131519,0.996340539,0.955993942,0.99818303,-0.963082322,-0.479207234,-0.983603499,0.992567915,0.299766838,0.822076589,-0.735689167,0.849003498,0.996254809,-0.904306304,-0.896934376,0.983572944,-0.976530811,-0.996340539,0.947760951,-0.980475316,-0.13763779,0.983718506,-0.212285167,-0.863825959,0.976305124,-0.748169747,-0.609750593,0.997059738,0.992325168,-0.996340539,-0.997602957,-0.991319273,0.425280359,0.542412287,0.996340539,0.452453143,0.425280359,-0.955488394,0.976893256,-0.990012748,0.954993064,-0.893549651,-0.533400054,0.996340539,-0.609750593,0.348555877,-0.896329166,0.997884793,0.299766838,-0.95618021,0.994666749,0.986501464,0.920569445,0.998575582,-0.409940444,-0.479207234,0.971439458,0.162058818,0.988180188,0.069107159,-0.996340539,0.989265369,0.954993064,-0.919240442,0.942561365,1,0.622853624,-0.470777635,-0.907593206,0.972990258,0.914609954,0.99188586,-0.996942609,-0.996340539,-0.885374859,0.876483354
8.2.1,0.074906554,-0.639991255,0.651345475,0.267914708,-0.123718375,0.71410232,0.582329644,-0.647081543,-0.644230142,-0.634039102,-0.635408572,-0.710920484,0.561795669,0.644230142,0.443835355,0.612237869,-0.718308425,-0.123718375,-0.657415493,0.627048293,0.315946568,0.76222732,-0.283324501,0.532980585,0.637214844,-0.656091693,-0.712799715,0.575762813,-0.705878215,-0.644230142,0.443290406,-0.674571012,0.1651624,0.597161953,-0.65798936,-0.700352539,0.547439538,-0.284191985,-0.639991255,0.626498919,0.681043987,-0.644230142,-0.630655499,-0.623305581,0.074906554,0.019709787,0.644230142,-0.120314297,0.074906554,-0.668977576,0.642922158,-0.603534981,0.532267019,-0.496295794,-0.473419472,0.644230142,-0.639991255,0.224640596,-0.527006888,0.63071957,0.315946568,-0.602314101,0.572078326,0.650075971,0.751510857,0.633014266,-0.321699053,-0.123718375,0.536792037,0.206797992,0.669408331,0.426960973,-0.644230142,0.566251833,0.532267019,-0.662768469,0.434797509,0.622853624,1,0.02510851,-0.561295722,0.574417051,0.451570509,0.632137204,-0.64572757,-0.644230142,-0.53257877,0.659256191
17.3.2,-0.392941357,0.219738919,-0.338055755,0.626516589,0.335444168,-0.499508364,-0.182524886,0.451004098,0.458515635,0.486371071,0.378859011,0.20794375,-0.601751525,-0.458515635,-0.53263266,-0.480100208,0.396704253,0.335444168,0.397355115,-0.512541432,0.36718114,-0.046019421,0.82044325,-0.361400975,-0.457001176,0.467462251,0.3696248,-0.491021009,0.416918101,0.458515635,-0.40708501,0.413588437,-0.162435747,-0.412074707,0.207199696,0.48747069,-0.51157078,0.528601331,0.219738919,-0.486232845,-0.422329036,0.458515635,0.447979912,0.472686301,-0.392941357,-0.639614251,-0.458515635,-0.552618353,-0.392941357,0.37507709,-0.41516497,0.408329262,-0.437897338,0.530864574,-0.328439348,-0.458515635,0.219738919,0.209393138,0.258711349,-0.467461104,0.36718114,0.440638811,-0.501279324,-0.491968502,-0.434429579,-0.460901608,0.367514708,0.335444168,-0.510109875,0.43611103,-0.485926016,-0.008456753,0.458515635,-0.468080994,-0.437897338,0.188290609,-0.532118758,-0.470777635,0.02510851,1,0.558157374,-0.534369118,-0.513065644,-0.511327109,0.462723299,0.458515635,0.413750379,-0.481544669
10.c.1,-0.683208366,0.829549862,-0.873826666,0.212476074,0.287900537,-0.953301,-0.756356417,0.903387818,0.914749325,0.89978094,0.88313164,0.851436988,-0.907566695,-0.914749325,-0.921009473,-0.901770413,0.915097621,0.287900537,0.894687859,-0.91329352,0.023145808,-0.665685485,0.807313217,-0.772624806,-0.914649704,0.823178021,0.78677422,-0.92617506,0.896544281,0.914749325,-0.823633269,0.8826922,0.116916229,-0.907008326,0.153444912,0.951505047,-0.910252802,0.580201671,0.829549862,-0.903799252,-0.897643962,0.914749325,0.908944766,0.939095322,-0.683208366,-0.536978906,-0.914749325,-0.538910343,-0.683208366,0.929934104,-0.90074575,0.87584231,-0.893075673,0.842276452,0.222092212,-0.914749325,0.829549862,-0.214858884,0.833889133,-0.90907698,0.023145808,0.923666712,-0.908971101,-0.910954864,-0.839267986,-0.908882242,0.428819266,0.287900537,-0.849837151,0.206830307,-0.94014846,-0.120780559,0.914749325,-0.919100936,-0.893075673,0.755110579,-0.803817455,-0.907593206,-0.561295722,0.558157374,1,-0.85963883,-0.763368429,-0.926846565,0.923763914,0.914749325,0.86977593,-0.761046941
3.3.3,0.325159082,-0.523229637,0.924606843,-0.248530694,-0.530587139,0.886181878,0.743765324,-0.95424282,-0.974010117,-0.911671997,-0.885052895,-0.827814992,0.966543886,0.974010117,0.940125599,0.983172179,-0.92068984,-0.530587139,-0.918003634,0.973758405,0.296939547,0.709524978,-0.767555941,0.747398399,0.973525865,-0.898644848,-0.883493983,0.956838284,-0.951703832,-0.974010117,0.919548946,-0.955742304,-0.004443661,0.924713695,-0.27574444,-0.816789301,0.98294901,-0.791662593,-0.523229637,0.978280006,0.973949439,-0.974010117,-0.975356848,-0.957786285,0.325159082,0.643526114,0.974010117,0.435198399,0.325159082,-0.926181796,0.929132802,-0.973486066,0.954473563,-0.907488143,-0.504475956,0.974010117,-0.523229637,0.329201027,-0.843788432,0.978760428,0.296939547,-0.929231183,0.959852018,0.979088142,0.928796126,0.975022971,-0.526741932,-0.530587139,0.953216928,0.152300174,0.965100402,0.169817692,-0.974010117,0.969074309,0.954473563,-0.844027894,0.964380019,0.972990258,0.574417051,-0.534369118,-0.85963883,1,0.904097766,0.976590881,-0.969888669,-0.974010117,-0.886813108,0.911043216
2.5.1,0.355585646,-0.404281756,0.92545414,-0.138797699,-0.421940597,0.809589066,0.801855818,-0.868214917,-0.901008235,-0.830180464,-0.887504789,-0.620139904,0.878827016,0.901008235,0.916806999,0.922255667,-0.812382378,-0.421940597,-0.885774934,0.916237695,0.345782382,0.740130792,-0.595976138,0.68890579,0.902021164,-0.731454331,-0.716517579,0.927972329,-0.851126764,-0.901008235,0.934839847,-0.86268396,-0.246461386,0.92148965,-0.186136072,-0.682239429,0.9117025,-0.671679196,-0.404281756,0.926483792,0.896461147,-0.901008235,-0.907205641,-0.896855489,0.355585646,0.63310453,0.901008235,0.540534483,0.355585646,-0.77476708,0.923007918,-0.890635799,0.893043238,-0.75922048,-0.479586073,0.901008235,-0.404281756,0.359521909,-0.7689581,0.910987918,0.345782382,-0.829451951,0.901261757,0.867566865,0.832884575,0.910044029,-0.478669257,-0.421940597,0.93941773,0.356765523,0.89447995,-0.140604068,-0.901008235,0.921258327,0.893043238,-0.884407161,0.942719787,0.914609954,0.451570509,-0.513065644,-0.763368429,0.904097766,1,0.899784721,-0.897533459,-0.901008235,-0.760935213,0.753380228
1.4.1,0.444626425,-0.661484661,0.957657251,-0.199090796,-0.487397194,0.948775486,0.82827397,-0.985650685,-0.996532064,-0.953910211,-0.937489534,-0.880316135,0.969649408,0.996532064,0.953216905,0.992840428,-0.974418143,-0.487397194,-0.964833631,0.996964887,0.283093695,0.784424017,-0.750113352,0.823680113,0.996579301,-0.922307503,-0.910094028,0.974483045,-0.985235803,-0.996532064,0.916090324,-0.984445748,-0.045684674,0.964697085,-0.253236091,-0.897084612,0.985069501,-0.750583324,-0.661484661,0.995743913,0.992561928,-0.996532064,-0.994143123,-0.991569909,0.444626425,0.541040051,0.996532064,0.41778455,0.444626425,-0.964917698,0.957625394,-0.976092566,0.969881809,-0.921928409,-0.449138785,0.996532064,-0.661484661,0.37069954,-0.851901195,0.995697737,0.283093695,-0.975348165,0.98410787,0.994825494,0.925677769,0.994970427,-0.438148946,-0.487397194,0.943920269,0.092971798,0.995859877,0.164005585,-0.996532064,0.989007899,0.969881809,-0.886449086,0.92473735,0.99188586,0.632137204,-0.511327109,-0.926846565,0.976590881,0.899784721,1,-0.996607356,-0.996532064,-0.917320543,0.904422334
3.3.2,-0.454600012,0.65837074,-0.972271668,0.179235441,0.482843954,-0.955276,-0.861805799,0.988707499,0.99951551,0.962081347,0.958091647,0.891134475,-0.970735285,-0.99951551,-0.95159172,-0.995679008,0.978028847,0.482843954,0.979919225,-0.995724409,-0.301925545,-0.820462244,0.728028856,-0.839815699,-0.999406658,0.918748415,0.905428553,-0.979295206,0.987327179,0.99951551,-0.927881778,0.987866086,0.106918533,-0.978644832,0.218275671,0.885966092,-0.980049192,0.744828504,0.65837074,-0.996851858,-0.994471289,0.99951551,0.998681027,0.996414959,-0.454600012,-0.51793685,-0.99951551,-0.417735334,-0.454600012,0.971424173,-0.971179824,0.986583729,-0.964948813,0.911587016,0.501230806,-0.99951551,0.65837074,-0.381261318,0.883317577,-0.998687688,-0.301925545,0.973342336,-0.989446762,-0.991044373,-0.929037282,-0.999000081,0.419255694,0.482843954,-0.952491288,-0.13035634,-0.994738253,-0.120250069,0.99951551,-0.990268035,-0.964948813,0.913413693,-0.922864694,-0.996942609,-0.64572757,0.462723299,0.923763914,-0.969888669,-0.897533459,-0.996607356,1,0.99951551,0.912491228,-0.882509119
16.3.2,-0.44246566,0.645497224,-0.972742952,0.169370127,0.500471851,-0.947970588,-0.857708735,0.98666607,1,0.956260999,0.953124474,0.891132789,-0.969681339,-1,-0.949117265,-0.996422726,0.977020116,0.500471851,0.976611248,-0.996545339,-0.322869592,-0.819580559,0.719194952,-0.830851121,-0.999891095,0.922185747,0.906391982,-0.976944,0.988789862,1,-0.92674848,0.989913047,0.099666344,-0.975569521,0.218487795,0.875715646,-0.982299787,0.756818724,0.645497224,-0.997685026,-0.994953333,1,0.999271408,0.995391,-0.44246566,-0.518650123,-1,-0.403994126,-0.44246566,0.970368244,-0.968422064,0.988487968,-0.968282984,0.917190708,0.509111881,-1,0.645497224,-0.399076384,0.878040184,-0.999381011,-0.322869592,0.974059274,-0.987580369,-0.991325694,-0.933065893,-0.999358489,0.427823546,0.500471851,-0.951428754,-0.148123415,-0.993428291,-0.127761743,1,-0.990260409,-0.968282984,0.915447312,-0.925560859,-0.996340539,-0.644230142,0.458515635,0.914749325,-0.974010117,-0.901008235,-0.996532064,0.99951551,1,0.917921429,-0.885993582
2.5.2,-0.562405388,0.697851865,-0.873059343,0.022344075,0.61932869,-0.835953798,-0.738233956,0.875492532,0.917921429,0.811329486,0.804587548,0.918976288,-0.86422538,-0.917921429,-0.85819692,-0.89474679,0.9286027,0.61932869,0.848328802,-0.917018876,-0.369702753,-0.685335344,0.616153495,-0.682333329,-0.91924941,0.908194623,0.82728737,-0.8595481,0.932900976,0.917921429,-0.771764149,0.929560713,0.010775003,-0.852982715,0.048034072,0.805035093,-0.927306572,0.78661641,0.697851865,-0.902115344,-0.89387195,0.917921429,0.911626845,0.923466845,-0.562405388,-0.407282187,-0.917921429,-0.224709393,-0.562405388,0.944126666,-0.829535125,0.897977601,-0.949576678,0.966926594,0.328085545,-0.917921429,0.697851865,-0.61173059,0.736945193,-0.909777398,-0.369702753,0.970354259,-0.876220211,-0.909159802,-0.861271341,-0.906666563,0.431235813,0.61932869,-0.78094393,-0.033444571,-0.907647127,-0.278487447,0.917921429,-0.910890408,-0.949576678,0.797214552,-0.782555197,-0.885374859,-0.53257877,0.413750379,0.86977593,-0.886813108,-0.760935213,-0.917320543,0.912491228,0.917921429,1,-0.800107122
15.2.1,0.09915904,-0.533101618,0.783162832,-0.298089906,-0.518696747,0.810883736,0.631737349,-0.912188749,-0.885993582,-0.865728586,-0.759559174,-0.816317613,0.852622448,0.885993582,0.788363452,0.879537043,-0.889239743,-0.518696747,-0.824494835,0.887713915,0.349435229,0.64883755,-0.709723961,0.764240176,0.885897092,-0.907365032,-0.963994231,0.81242806,-0.90566575,-0.885993582,0.756334367,-0.904922266,0.342731303,0.787585313,-0.498763211,-0.838940947,0.867462271,-0.735637645,-0.533101618,0.88516135,0.908655691,-0.885993582,-0.87811692,-0.846044556,0.09915904,0.425532055,0.885993582,0.17526409,0.09915904,-0.862432643,0.779185939,-0.856231896,0.850682982,-0.863480422,-0.405912193,0.885993582,-0.533101618,0.296268201,-0.649880588,0.883739379,0.349435229,-0.870802381,0.867550722,0.933182569,0.816167617,0.881486421,-0.322656642,-0.518696747,0.803017792,0.050475834,0.883054505,0.470777895,-0.885993582,0.856317547,0.850682982,-0.720313139,0.81748694,0.876483354,0.659256191,-0.481544669,-0.761046941,0.911043216,0.753380228,0.904422334,-0.882509119,-0.885993582,-0.800107122,1
