"","Var1","Var2","value","abs","tie"
"48","8.8.2","1.a.2",-0.910021829820273,0.910021829820273,0
"49","17.9.1","1.a.2",0.355456941497595,0.355456941497595,0
"50","13.1.1","1.a.2",0.45964057888621,0.45964057888621,0
"51","3.b.1","1.a.2",-0.962039385560965,0.962039385560965,0
"52","11.6.2","1.a.2",-0.877604632764128,0.877604632764128,0
"53","10.4.1","1.a.2",0.983038640171181,0.983038640171181,1
"54","6.5.1","1.a.2",0.956260999450203,0.956260999450203,1
"55","1.a.2","1.a.2",1,1,1
"56","13.1.3","4.2.2",-0.493762373438945,0.493762373438945,0
"57","13.1.2","4.2.2",0.615239202727695,0.615239202727695,1
"58","8.8.2","4.2.2",-0.969478489182854,0.969478489182854,0
